Dominant_Topic,Perc_Contribution,Topic_Keywords,Page
6.0,0.4243,"university, work, art, american, published, book, time, history, new_york, life",Watts_Towers.txt
4.0,0.4411,"world, country, population, war, government, people, state, national, europe, largest",Unesco.txt
5.0,0.2076,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",World_Charter_for_Nature.txt
4.0,0.2076,"world, country, population, war, government, people, state, national, europe, largest",Polish.txt
0.0,0.5347,"species, plants, plant, animals, food, animal, population, fish, organisms, found",De-extinction.txt
6.0,0.7019,"university, work, art, american, published, book, time, history, new_york, life",Harlan_Hubbard.txt
0.0,0.5039,"species, plants, plant, animals, food, animal, population, fish, organisms, found",ecosystem_diversity.txt
7.0,0.4745,"philosophy, theory, social, human, world, language, political, nature, history, thought",To_Have_or_to_Be?.txt
13.0,0.6465,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",GE_Jenbacher.txt
5.0,0.5687,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Earth_Overshoot_Day.txt
12.0,0.7283,"city, university, state, area, park, national, school, road, cities, urban","Pleasanton,_California.txt"
7.0,0.4071,"philosophy, theory, social, human, world, language, political, nature, history, thought",Post-materialism.txt
8.0,0.2505,"data, computer, technology, media, information, company, software, design, system, digital",basic.txt
9.0,0.4584,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",NOx.txt
12.0,0.6523,"city, university, state, area, park, national, school, road, cities, urban",Fremantle.txt
13.0,0.5432,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Renewable_heat.txt
13.0,0.663,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Solar_car.txt
4.0,0.3779,"world, country, population, war, government, people, state, national, europe, largest",Mount_Hebron.txt
13.0,0.8144,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",vehicle.txt
8.0,0.3863,"data, computer, technology, media, information, company, software, design, system, digital",TDEL.txt
14.0,0.2494,"economic, government, law, public, market, company, international, united_states, state, countries",Consumer_capitalism.txt
5.0,0.5247,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Zero_waste_agriculture.txt
5.0,0.4433,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Individual_and_political_action_on_climate_change.txt
6.0,0.4169,"university, work, art, american, published, book, time, history, new_york, life",Design_and_Industries_Association.txt
7.0,0.3987,"philosophy, theory, social, human, world, language, political, nature, history, thought",indeterminacy.txt
9.0,0.7248,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",platinum_group.txt
10.0,0.6524,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Coating.txt
2.0,0.2445,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Current.txt
2.0,0.3639,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Power_quality.txt
11.0,0.6615,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Land.txt
7.0,0.4847,"philosophy, theory, social, human, world, language, political, nature, history, thought",Talcott_Parsons.txt
6.0,0.2164,"university, work, art, american, published, book, time, history, new_york, life",Schweppes.txt
1.0,0.4558,"research, management, social, systems, design, development, science, system, information, process",UrbanSim.txt
11.0,0.2946,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Tychoplankton.txt
13.0,0.577,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",refrigerators.txt
6.0,0.2205,"university, work, art, american, published, book, time, history, new_york, life",Tim_Jackson.txt
11.0,0.5363,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Coccolithophore.txt
6.0,0.4155,"university, work, art, american, published, book, time, history, new_york, life",Massachusetts_Museum_of_Contemporary_Art.txt
6.0,0.4957,"university, work, art, american, published, book, time, history, new_york, life",The_Power_of_Half.txt
5.0,0.2706,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Herbert_Girardet.txt
2.0,0.8224,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",radius.txt
7.0,0.4455,"philosophy, theory, social, human, world, language, political, nature, history, thought",Economic_materialism.txt
11.0,0.3666,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",forward_osmosis.txt
14.0,0.4506,"economic, government, law, public, market, company, international, united_states, state, countries",USDA.txt
4.0,0.8373,"world, country, population, war, government, people, state, national, europe, largest",Inner_Mongolia.txt
12.0,0.6682,"city, university, state, area, park, national, school, road, cities, urban",Contraflow_lane.txt
11.0,0.25,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Biotope.txt
7.0,0.5365,"philosophy, theory, social, human, world, language, political, nature, history, thought",The_Animal_That_Therefore_I_Am.txt
3.0,0.5988,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",teratogenic.txt
11.0,0.7239,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",rivers.txt
14.0,0.5289,"economic, government, law, public, market, company, international, united_states, state, countries",Anti-corporate_activism.txt
12.0,0.5445,"city, university, state, area, park, national, school, road, cities, urban",baseball.txt
1.0,0.598,"research, management, social, systems, design, development, science, system, information, process",Experimental_design.txt
4.0,0.6236,"world, country, population, war, government, people, state, national, europe, largest",Bali.txt
11.0,0.4177,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",artificial_reef.txt
2.0,0.7371,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",pressure.txt
7.0,0.5311,"philosophy, theory, social, human, world, language, political, nature, history, thought",Rational.txt
8.0,0.36,"data, computer, technology, media, information, company, software, design, system, digital",Yandex.Taxi.txt
1.0,0.6915,"research, management, social, systems, design, development, science, system, information, process",Land_change_modeling.txt
10.0,0.4311,"made, material, materials, process, water, concrete, high, glass, plastic, wood",kenaf.txt
1.0,0.4209,"research, management, social, systems, design, development, science, system, information, process",Low-level.txt
3.0,0.2519,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",biological_material.txt
9.0,0.6425,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",hydrogen.txt
6.0,0.596,"university, work, art, american, published, book, time, history, new_york, life",Banksy.txt
13.0,0.5008,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Project_Argus.txt
0.0,0.4605,"species, plants, plant, animals, food, animal, population, fish, organisms, found",grazing.txt
8.0,0.4703,"data, computer, technology, media, information, company, software, design, system, digital",Photography.txt
11.0,0.6934,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",wind_erosion.txt
0.0,0.2832,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Stover.txt
0.0,0.3512,"species, plants, plant, animals, food, animal, population, fish, organisms, found",The_Origin_of_Species.txt
1.0,0.5331,"research, management, social, systems, design, development, science, system, information, process",Elliott_Jaques.txt
6.0,0.2908,"university, work, art, american, published, book, time, history, new_york, life",Geisenheim_Grape_Breeding_Institute.txt
11.0,0.4493,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Soil_science.txt
10.0,0.538,"made, material, materials, process, water, concrete, high, glass, plastic, wood",bottle_wall.txt
4.0,0.4773,"world, country, population, war, government, people, state, national, europe, largest",Indian_Ocean.txt
1.0,0.7176,"research, management, social, systems, design, development, science, system, information, process",Enterprise_planning_systems.txt
6.0,0.4001,"university, work, art, american, published, book, time, history, new_york, life",Gunter_Pauli.txt
8.0,0.2839,"data, computer, technology, media, information, company, software, design, system, digital",Distributed_manufacturing.txt
14.0,0.3806,"economic, government, law, public, market, company, international, united_states, state, countries",Tomra.txt
8.0,0.3131,"data, computer, technology, media, information, company, software, design, system, digital",procedural_animation.txt
11.0,0.6829,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",aquatic_ecosystems.txt
4.0,0.631,"world, country, population, war, government, people, state, national, europe, largest",Seychelles.txt
0.0,0.5592,"species, plants, plant, animals, food, animal, population, fish, organisms, found",culling.txt
14.0,0.6588,"economic, government, law, public, market, company, international, united_states, state, countries",Financial_statement.txt
5.0,0.3249,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",List_of_composting_systems.txt
14.0,0.3762,"economic, government, law, public, market, company, international, united_states, state, countries",Steve_Keen.txt
